"city";"lat";"long";"country";"iso2";"admin_name";"capital";"population"
Sorochiy Log;53.5761;84.1533;Russia;RU;Altayskiy Kray;"";1195
Sorsk;54.0;90.25;Russia;RU;Khakasiya;"";11416
Sortavala;61.7;30.6667;Russia;RU;Kareliya;minor;18801
Sosenskiy;54.05;35.9667;Russia;RU;Kaluzhskaya Oblast’;"";10628
Soskovo;52.7458;35.3864;Russia;RU;Orlovskaya Oblast’;"";1794
Sosnivka;50.2946;24.2525;Ukraine;UA;L’vivs’ka Oblast’;"";11058
Sosnivka;50.2916;34.0175;Ukraine;UA;Poltavs’ka Oblast’;"";1110
Sosnogorsk;63.5833;53.9333;Russia;RU;Komi;"";26670
Sosnovka;56.25;51.2833;Russia;RU;Kirovskaya Oblast’;"";11027
Sosnovka;48.3383;135.0752;Russia;RU;Khabarovskiy Kray;"";1953
Sosnovka;54.8167;73.1475;Russia;RU;Omskaya Oblast’;"";1778
Sosnovka;54.1017;46.643299999999996;Russia;RU;Ul’yanovskaya Oblast’;"";1113
Sosnovo-Ozerskoye;52.5247;111.5411;Russia;RU;Buryatiya;"";6128
Sosnovyy Bor;59.9;29.1;Russia;RU;Leningradskaya Oblast’;"";68013
Sosnovyy Solonets;53.2878;49.535;Russia;RU;Samarskaya Oblast’;"";1549
Sosnytsia;51.5222;32.5017;Ukraine;UA;Chernihivs’ka Oblast’;"";6983
Sotkamo;64.1333;28.3833;Finland;FI;Kainuu;minor;10523
Sotnikovo;51.8833;107.4833;Russia;RU;Buryatiya;"";6274
Sotnikovskoye;45.0039;43.7772;Russia;RU;Stavropol’skiy Kray;"";4203
Sottunga;60.1333;20.6667;Finland;FI;Åland;minor;92
Sovetsk;55.0833;21.8833;Russia;RU;Kaliningradskaya Oblast’;minor;40486
Sovetsk;57.6013;48.9386;Russia;RU;Kirovskaya Oblast’;"";15538
Sovetsk;53.9333;37.6333;Russia;RU;Tul’skaya Oblast’;"";7405
Sovetskaya Gavan’;48.9667;140.2833;Russia;RU;Khabarovskiy Kray;"";25147
Sovetskoye;43.4071;46.3336;Russia;RU;Dagestan;"";1616
Sovetskoye;43.5982;46.6955;Russia;RU;Dagestan;"";1057
Sovetskoye;46.7219;42.1464;Russia;RU;Rostovskaya Oblast’;minor;0
Spas-Demensk;54.4167;34.0333;Russia;RU;Kaluzhskaya Oblast’;"";4342
Spas-Klepiki;55.1333;40.1667;Russia;RU;Ryazanskaya Oblast’;"";5331
Spaske;48.6579;35.0499;Ukraine;UA;Dnipropetrovs’ka Oblast’;"";3145
Spassk-Dal’niy;44.6;132.8167;Russia;RU;Primorskiy Kray;"";41127
Spassk-Ryazanskiy;54.4;40.3833;Russia;RU;Ryazanskaya Oblast’;"";6553
Spasskoye;44.6145;132.797;Russia;RU;Primorskiy Kray;"";5778
Spasskoye;45.0731;43.6911;Russia;RU;Stavropol’skiy Kray;"";2293
Speicher;47.4106;9.4433;Switzerland;CH;Appenzell Ausserrhoden;"";4379
Spiez;46.6831;7.6664;Switzerland;CH;Bern;"";12810
Spreitenbach;47.4181;8.3661;Switzerland;CH;Aargau;"";11788
Srednekolymsk;67.45;153.7;Russia;RU;Sakha (Yakutiya);"";3489
Sredneuralsk;56.9833;60.4667;Russia;RU;Sverdlovskaya Oblast’;"";23353
Sredniy Ikorets;51.0736;39.7533;Russia;RU;Voronezhskaya Oblast’;"";4946
Sredniy Yegorlyk;46.3656;40.8119;Russia;RU;Rostovskaya Oblast’;"";2363
Sretensk;52.25;117.7167;Russia;RU;Zabaykal’skiy Kray;"";6581
Srostki;52.4208;85.6992;Russia;RU;Altayskiy Kray;"";2769
Stabio;45.85;8.9333;Switzerland;CH;Ticino;"";4591
Stadel bei Niederglatt;47.5294;8.4664;Switzerland;CH;Zürich;"";2271
Staffelbach;47.2831;8.0472;Switzerland;CH;Aargau;"";1281
Stakhanov;48.5472;38.6361;Ukraine;UA;Luhans’ka Oblast’;"";75745
Stalbe;57.3711;25.0322;Latvia;LV;Pārgaujas Novads;admin;356
Stalden;46.2333;7.8667;Switzerland;CH;Valais;"";1086
Stallikon;47.3272;8.4908;Switzerland;CH;Zürich;"";3687
Stan-Bekhtemir;52.606700000000004;85.6261;Russia;RU;Altayskiy Kray;"";1038
Stanislavchyk;48.9728;28.1028;Ukraine;UA;Vinnyts’ka Oblast’;"";2813
Stans;46.9594;8.3667;Switzerland;CH;Nidwalden;admin;8393
Stansstad;46.9803;8.3389;Switzerland;CH;Nidwalden;"";4576
Stanytsia Luhanska;48.6667;39.4667;Ukraine;UA;Luhans’ka Oblast’;"";14543
Stara Huta;51.4119;24.2436;Ukraine;UA;Volyns’ka Oblast’;"";1161
Stara Kulna;47.6961;29.315;Ukraine;UA;Odes’ka Oblast’;"";1067
Stara Sil;49.4894;22.9656;Ukraine;UA;L’vivs’ka Oblast’;"";1221
Stara Syniava;49.6;27.6167;Ukraine;UA;Khmel’nyts’ka Oblast’;"";5501
Stara Vyzhivka;51.4396;24.4373;Ukraine;UA;Volyns’ka Oblast’;"";5248
Staraya Kupavna;55.8;38.1833;Russia;RU;Moskovskaya Oblast’;"";22476
Staraya Ladoga;59.9987;32.297;Russia;RU;Leningradskaya Oblast’;"";2012
Staraya Mayna;54.6089;48.9281;Russia;RU;Ul’yanovskaya Oblast’;"";6331
Staraya Poltavka;50.4786;46.4822;Russia;RU;Volgogradskaya Oblast’;"";4159
Staraya Russa;57.9833;31.35;Russia;RU;Novgorodskaya Oblast’;"";29019
Staraya Sunzha;43.3356;45.7439;Russia;RU;Chechnya;"";7843
Staraya Veduga;51.8117;38.4937;Russia;RU;Voronezhskaya Oblast’;"";1211
Staraya Vichuga;57.268299999999996;41.8786;Russia;RU;Ivanovskaya Oblast’;"";4729
Stare Selo;49.7036;24.1917;Ukraine;UA;L’vivs’ka Oblast’;"";2119
Stari Kodaky;48.3792;35.1332;Ukraine;UA;Dnipropetrovs’ka Oblast’;"";1619
Stari Kryvotuly;48.7858;24.8556;Ukraine;UA;Ivano-Frankivs’ka Oblast’;"";2466
Stari Petrivtsi;50.6525;30.4158;Ukraine;UA;Kyyivs’ka Oblast’;"";2963
Stari Sanzhary;49.4284;34.4474;Ukraine;UA;Poltavs’ka Oblast’;"";1283
Stari Troiany;45.6719;29.1703;Ukraine;UA;Odes’ka Oblast’;"";2225
Staritsa;56.5075;34.9356;Russia;RU;Tverskaya Oblast’;"";7676
Staroaleyskoye;51.0061;82.0;Russia;RU;Altayskiy Kray;"";4604
Starobaltachevo;56.0012;55.9273;Russia;RU;Bashkortostan;"";5598
Starobelokurikha;52.0519;85.0878;Russia;RU;Altayskiy Kray;"";1517
Starobilsk;49.2667;38.9167;Ukraine;UA;Luhans’ka Oblast’;minor;18796
Starobzhegokay;45.0354;38.8947;Russia;RU;Adygeya;"";2670
Starodub;52.5833;32.7667;Russia;RU;Bryanskaya Oblast’;"";18615
Starokalmashevo;55.1242;54.8253;Russia;RU;Bashkortostan;"";1849
Starokucherbayevo;54.9075;54.8519;Russia;RU;Bashkortostan;"";1309
Starokucherganovka;46.325;47.9581;Russia;RU;Astrakhanskaya Oblast’;"";6343
Starokuruchevo;55.1372;54.0628;Russia;RU;Bashkortostan;"";1478
Starokuvinskiy;44.3444;41.7789;Russia;RU;Karachayevo-Cherkesiya;"";1321
Staromelovaya;50.2789;40.8611;Russia;RU;Voronezhskaya Oblast’;"";2109
Starominskaya;46.53;39.0497;Russia;RU;Krasnodarskiy Kray;minor;0
Staromunasipovo;53.2361;57.5278;Russia;RU;Bashkortostan;"";1369
Staroseslavino;53.2011;40.4125;Russia;RU;Tambovskaya Oblast’;"";1333
Staroshcherbinovskaya;46.6311;38.6742;Russia;RU;Krasnodarskiy Kray;minor;0
Starosubkhangulovo;53.1;57.4333;Russia;RU;Bashkortostan;"";4609
Staroye Drozhzhanoye;54.7236;47.5608;Russia;RU;Tatarstan;"";3210
Staroye Shaygovo;54.3031;44.4739;Russia;RU;Mordoviya;"";5185
Staroye Sindrovo;54.42;44.11;Russia;RU;Mordoviya;"";1066
Starrkirch;47.3483;7.9264;Switzerland;CH;Solothurn;"";1714
Staryi Mizun;48.9206;23.8739;Ukraine;UA;Ivano-Frankivs’ka Oblast’;"";2879
Staryi Ostropil;49.8096;27.5593;Ukraine;UA;Khmel’nyts’ka Oblast’;"";1374
Staryi Saltiv;50.0778;36.7933;Ukraine;UA;Kharkivs’ka Oblast’;"";3318
Staryi Sambir;49.4333;23.0;Ukraine;UA;L’vivs’ka Oblast’;minor;6630
Staryy Beyneu;45.1834;55.1;Kazakhstan;KZ;Mangghystaū;"";32452
Staryy Cherek;43.475;43.8611;Russia;RU;Kabardino-Balkariya;"";6898
Staryy Chortoryys’k;51.2242;25.8825;Ukraine;UA;Volyns’ka Oblast’;"";1829
Staryy Kurdym;56.2519;55.4867;Russia;RU;Bashkortostan;"";1095
Staryy Oskol;51.2981;37.835;Russia;RU;Belgorodskaya Oblast’;"";223360
Staryy Skalat;49.4639;25.9822;Ukraine;UA;Ternopil’s’ka Oblast’;"";1081
Staryy Studenets;54.8821;48.2613;Russia;RU;Tatarstan;"";1132
Staryy Togul;53.4292;85.9006;Russia;RU;Altayskiy Kray;"";1026
Staryya Darohi;53.0394;28.265;Belarus;BY;Minskaya Voblasts’;minor;11198
Staryye Atagi;43.1126;45.7339;Russia;RU;Chechnya;"";12720
Staryye Turbasly;54.9439;56.1236;Russia;RU;Bashkortostan;"";1395
Staryye Tuymazy;54.5458;53.6194;Russia;RU;Bashkortostan;"";1247
Staufen;47.3833;8.1667;Switzerland;CH;Aargau;"";3336
Stavchany;49.7575;23.839199999999998;Ukraine;UA;L’vivs’ka Oblast’;"";1775
Stavky;48.3819;29.7803;Ukraine;UA;Vinnyts’ka Oblast’;"";1434
Stavnytsia;49.4478;27.4264;Ukraine;UA;Khmel’nyts’ka Oblast’;"";1121
Stavropol;45.05;41.9833;Russia;RU;Stavropol’skiy Kray;admin;433577
Stavyshche;49.3914;30.1917;Ukraine;UA;Kyyivs’ka Oblast’;minor;6339
Steckborn;47.6664;8.9831;Switzerland;CH;Thurgau;"";3753
Steffisburg;46.7831;7.6333;Switzerland;CH;Bern;"";15816
Stegalovka;52.4136;38.3111;Russia;RU;Lipetskaya Oblast’;"";1192
Stein;47.4997;9.4333;Switzerland;CH;Sankt Gallen;"";3604
Stein;47.544200000000004;7.9514;Switzerland;CH;Aargau;"";3198
Stein;47.3733;9.3444;Switzerland;CH;Appenzell Ausserrhoden;"";1423
Stein am Rhein;47.6594;8.8592;Switzerland;CH;Schaffhausen;"";3376
Steinen;47.0489;8.6114;Switzerland;CH;Schwyz;"";3417
Steinhaus;47.1969;8.4861;Switzerland;CH;Luzern;"";10025
Steinmaur;47.4942;8.4478;Switzerland;CH;Zürich;"";3460
Stende;57.145;22.5347;Latvia;LV;Talsu Novads;"";1559
Stepanivka;50.943;34.6334;Ukraine;UA;Sums’ka Oblast’;"";5490
Stepanivka;49.1306;28.7656;Ukraine;UA;Vinnyts’ka Oblast’;"";1329
Stepnohirsk;47.5861;35.3638;Ukraine;UA;Zaporiz’ka Oblast’;"";4420
Stepnoye;54.0692;60.4143;Russia;RU;Chelyabinskaya Oblast’;"";1610
Stepove;48.6387;34.9063;Ukraine;UA;Dnipropetrovs’ka Oblast’;"";1375
Sterlibashevo;53.4372;55.2586;Russia;RU;Bashkortostan;"";5930
Sterlitamak;53.6333;55.95;Russia;RU;Bashkortostan;"";280233
Stetten;47.4014;8.3069;Switzerland;CH;Aargau;"";2201
Stetten;47.7331;8.65;Switzerland;CH;Schaffhausen;"";1351
Stettfurt;47.5261;8.9556;Switzerland;CH;Thurgau;"";1204
Stettlen;46.9594;7.5236;Switzerland;CH;Bern;"";3113
Stina;48.4525;28.4211;Ukraine;UA;Vinnyts’ka Oblast’;"";1033
Stinka;48.9172;25.2504;Ukraine;UA;Ternopil’s’ka Oblast’;"";2090
Stolin;51.8897;26.8507;Belarus;BY;Brestskaya Voblasts’;"";13038
Storozhynets;48.1597;25.715;Ukraine;UA;Chernivets’ka Oblast’;minor;0
Stowbtsy;53.4833;26.7333;Belarus;BY;Minskaya Voblasts’;"";17420
Stratiivka;48.145;29.4258;Ukraine;UA;Vinnyts’ka Oblast’;"";1403
Strengelbach;47.2817;7.9292;Switzerland;CH;Aargau;"";4893
Strenči;57.6272;25.685;Latvia;LV;Strenču Novads;admin;988
Strezhevoy;60.7333;77.5833;Russia;RU;Tomskaya Oblast’;"";41541
Strilkove;45.8964;34.8811;Ukraine;UA;Khersons’ka Oblast’;"";1415
Strilky;49.3264;22.9717;Ukraine;UA;L’vivs’ka Oblast’;"";2375
Stroitel;50.7833;36.4833;Russia;RU;Belgorodskaya Oblast’;"";24392
Strugi-Krasnyye;58.2719;29.1083;Russia;RU;Pskovskaya Oblast’;"";6313
Strunino;56.3733;38.585;Russia;RU;Vladimirskaya Oblast’;"";13094
Stryi;49.25;23.85;Ukraine;UA;L’vivs’ka Oblast’;minor;59325
Stryzhavka;49.3103;28.4808;Ukraine;UA;Vinnyts’ka Oblast’;"";9137
Stryzhivka;49.9081;27.7419;Ukraine;UA;Zhytomyrs’ka Oblast’;"";1490
Stryzhivka;50.3019;28.9858;Ukraine;UA;Zhytomyrs’ka Oblast’;"";1310
Studenytsia;50.3386;28.8972;Ukraine;UA;Zhytomyrs’ka Oblast’;"";1437
Stukovo;53.2128;83.3378;Russia;RU;Altayskiy Kray;"";1222
Stupino;54.8869;38.0772;Russia;RU;Moskovskaya Oblast’;"";66341
Stäfa;47.2401;8.7328;Switzerland;CH;Zürich;"";14389
Stüsslingen;47.3942;7.9708;Switzerland;CH;Solothurn;"";1055
Stūnīši;56.8503;24.0492;Latvia;LV;Olaines Novads;"";1215
Subingen;47.1967;7.6152999999999995;Switzerland;CH;Solothurn;"";3201
Subkhankulovo;54.5586;53.8147;Russia;RU;Bashkortostan;"";5598
Sudak;44.8514;34.9725;Ukraine;UA;Krym, Avtonomna Respublika;"";16756
Sudiivka;49.5086;34.4305;Ukraine;UA;Poltavs’ka Oblast’;"";1240
Sudogda;55.95;40.8667;Russia;RU;Vladimirskaya Oblast’;"";10442
Sudova Vyshnya;49.7892;23.3722;Ukraine;UA;L’vivs’ka Oblast’;"";6538
Sudzha;51.1907;35.2708;Russia;RU;Kurskaya Oblast’;"";5759
Suhr;47.3747;8.0806;Switzerland;CH;Aargau;"";10424
Sukha;48.4292;23.2997;Ukraine;UA;Zakarpats’ka Oblast’;"";1906
Sukhinichi;54.1;35.35;Russia;RU;Kaluzhskaya Oblast’;"";14901
Sukhodilsk;48.35;39.7167;Ukraine;UA;Luhans’ka Oblast’;"";21324
Sukhoy Log;56.9167;62.05;Russia;RU;Sverdlovskaya Oblast’;"";33689
Sukko;44.7928;37.4039;Russia;RU;Krasnodarskiy Kray;"";3156
Sukpak;51.6667;94.6333;Russia;RU;Tyva;"";4839
Sulakyurt;40.1573;33.716;Turkey;TR;Kırıkkale;minor;0
Sulgen;47.5423;9.1931;Switzerland;CH;Thurgau;"";3869
Sulkava;61.7875;28.3708;Finland;FI;Etelä-Savo;minor;2724
Sullens;46.6;6.5667;Switzerland;CH;Vaud;"";1036
Sultan-Yangiyurt;43.2167;46.8667;Russia;RU;Dagestan;"";9458
Sultandağı;38.5333;31.2333;Turkey;TR;Afyonkarahisar;minor;15076
Sultanhanı;38.2481;33.5465;Turkey;TR;Aksaray;minor;10884
Sultanhisar;37.8897;28.1575;Turkey;TR;Aydın;minor;0
Suluova;40.8313;35.6479;Turkey;TR;Amasya;minor;0
Sulusaray;39.9939;36.084;Turkey;TR;Tokat;minor;0
Suluçem;39.6939;43.8147;Turkey;TR;Ağrı;minor;0
Sumbas;37.4513;36.0235;Turkey;TR;Osmaniye;minor;0
Sumiswald;47.0275;7.7453;Switzerland;CH;Bern;"";5046
Sumqayıt;40.5917;49.6397;Azerbaijan;AZ;Sumqayıt;admin;341200
Sumvitg;46.7164;8.9331;Switzerland;CH;Graubünden;"";1158
Sumy;50.9068;34.7992;Ukraine;UA;Sums’ka Oblast’;admin;265758
Sungurlu;40.1675;34.3739;Turkey;TR;Çorum;minor;0
Suntar;62.1575;117.6442;Russia;RU;Sakha (Yakutiya);"";9826
Suomussalmi;64.8833;28.9167;Finland;FI;Kainuu;minor;8336
Suonenjoki;62.625;27.1222;Finland;FI;Pohjois-Savo;minor;7390
Suoyarvi;62.0833;32.3667;Russia;RU;Kareliya;"";8920
Suprunivka;49.5812;34.427;Ukraine;UA;Poltavs’ka Oblast’;"";3974
Supsekh;44.8611;37.3667;Russia;RU;Krasnodarskiy Kray;"";6669
Sur;37.9135;40.2286;Turkey;TR;Diyarbakır;minor;0
Surazh;53.0167;32.4;Russia;RU;Bryanskaya Oblast’;"";10884
Surgut;61.25;73.4333;Russia;RU;Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra;"";360590
Surkhakhi;43.1875;44.9019;Russia;RU;Ingushetiya;"";12734
Surovikino;48.6;42.85;Russia;RU;Volgogradskaya Oblast’;"";18685
Sursee;47.1742;8.1081;Switzerland;CH;Luzern;minor;9900
Sursk;53.0833;45.7;Russia;RU;Penzenskaya Oblast’;"";6254
Sursko-Lytovske;48.3364;34.9355;Ukraine;UA;Dnipropetrovs’ka Oblast’;"";4264
Sursko-Mykhailivka;48.272;34.7276;Ukraine;UA;Dnipropetrovs’ka Oblast’;"";2552
Suruç;36.9761;38.4253;Turkey;TR;Şanlıurfa;minor;0
Suskovo;48.5422;22.9153;Ukraine;UA;Zakarpats’ka Oblast’;"";1468
Susuman;62.7808;148.1539;Russia;RU;Magadanskaya Oblast’;"";4760
Susurluk;39.9136;28.1578;Turkey;TR;Balıkesir;minor;0
Susuz;40.7791;43.1277;Turkey;TR;Kars;minor;0
Susuzmüsellim;41.0989;27.0675;Turkey;TR;Tekirdağ;minor;0
Sut-Khol’;51.4069;91.2925;Russia;RU;Tyva;"";3215
Sutysky;49.0422;28.4208;Ukraine;UA;Vinnyts’ka Oblast’;"";6069
Suure-Jaani;58.5356;25.4667;Estonia;EE;Viljandimaa;minor;1062
Suurupi;59.4692;24.3839;Estonia;EE;Harjumaa;"";1118
Suvarlı;37.5387;37.6321;Turkey;TR;Adıyaman;minor;0
Suvorov;54.1167;36.5;Russia;RU;Tul’skaya Oblast’;"";17450
Suvorove;46.0872;33.6911;Ukraine;UA;Krym, Avtonomna Respublika;"";1357
Suyerskoye;56.254;66.03;Russia;RU;Tyumenskaya Oblast’;"";1053
Suzdal;56.4211;40.4489;Russia;RU;Vladimirskaya Oblast’;"";9749
Suzha;51.7764;107.4689;Russia;RU;Buryatiya;"";1887
Suşehri;40.1601;38.0841;Turkey;TR;Sivas;minor;0
Svalyava;48.5472;22.9861;Ukraine;UA;Zakarpats’ka Oblast’;"";17234
Svatove;49.4092;38.1619;Ukraine;UA;Luhans’ka Oblast’;minor;18417
Svesa;51.9481;33.9367;Ukraine;UA;Sums’ka Oblast’;"";6644
Svetlogorsk;54.9333;20.15;Russia;RU;Kaliningradskaya Oblast’;minor;13663
Svetlograd;45.330799999999996;42.8511;Russia;RU;Stavropol’skiy Kray;"";35745
Svetlyy;54.6833;20.1333;Russia;RU;Kaliningradskaya Oblast’;minor;21928
Svetogorsk;61.1083;28.8583;Russia;RU;Leningradskaya Oblast’;"";15546
Sviatylivka;49.4628;32.8108;Ukraine;UA;Poltavs’ka Oblast’;"";1594
Svirsk;53.0833;103.3333;Russia;RU;Irkutskaya Oblast’;"";12945
Svislach;53.0333;24.1;Belarus;BY;Hrodzyenskaya Voblasts’;minor;6323
Svitlohirske;48.3447;34.5089;Ukraine;UA;Dnipropetrovs’ka Oblast’;"";1801
Svitlovodsk;49.0833;33.25;Ukraine;UA;Kirovohrads’ka Oblast’;minor;45312
Svobodnyy;51.3833;128.1333;Russia;RU;Amurskaya Oblast’;"";53678
Svyatets;49.8439;26.2975;Ukraine;UA;Khmel’nyts’ka Oblast’;"";2074
Svyatohirs’k;49.0333;37.5833;Ukraine;UA;Donets’ka Oblast’;"";4395
Svyetlahorsk;52.6333;29.7333;Belarus;BY;Homyel’skaya Voblasts’;minor;64989
Syanno;54.8;29.7;Belarus;BY;Vitsyebskaya Voblasts’;"";7370
Syasstroy;60.1333;32.5667;Russia;RU;Leningradskaya Oblast’;"";12824
Sychëvka;55.8253;34.2736;Russia;RU;Smolenskaya Oblast’;"";8220
Sychëvka;52.0511;84.7789;Russia;RU;Altayskiy Kray;"";2142
Syktyvkar;61.6667;50.8167;Russia;RU;Komi;admin;245313
Sylva;57.3139;58.7889;Russia;RU;Sverdlovskaya Oblast’;"";10448
Sylva;58.0333;56.7681;Russia;RU;Permskiy Kray;"";10113
Synelnykove;48.3178;35.5119;Ukraine;UA;Dnipropetrovs’ka Oblast’;minor;30724
Syniukhyn Brid;48.1458;30.8208;Ukraine;UA;Mykolayivs’ka Oblast’;"";1708
Synkiv;48.6172;25.9572;Ukraine;UA;Ternopil’s’ka Oblast’;"";1221
Syrostan;55.0633;59.9003;Russia;RU;Chelyabinskaya Oblast’;"";1079
Sysert;56.5;60.8167;Russia;RU;Sverdlovskaya Oblast’;"";21029
Sysmä;61.5028;25.6847;Finland;FI;Päijät-Häme;minor;4040
Sytkivtsi;48.9066;29.2022;Ukraine;UA;Vinnyts’ka Oblast’;"";2235
Syumsi;57.1111;51.615;Russia;RU;Udmurtiya;"";5250
Syzran;53.1667;48.4667;Russia;RU;Samarskaya Oblast’;"";173260
Säkylä;61.05;22.35;Finland;FI;Satakunta;minor;7070
Sätbayev;47.9;67.5333;Kazakhstan;KZ;Qaraghandy;"";61883
Sõmeru;59.3611;26.4375;Estonia;EE;Lääne-Virumaa;minor;0
Söke;37.7512;27.4103;Turkey;TR;Aydın;minor;77341
Söylemez;39.7605;41.8015;Turkey;TR;Erzurum;minor;0
Söğüt;40.0143;30.1849;Turkey;TR;Bilecik;minor;0
Söğütalan;40.0609;28.5723;Turkey;TR;Bursa;minor;0
Söğütlü;40.9059;30.4745;Turkey;TR;Sakarya;minor;0
Söğütlü;38.8002;40.6697;Turkey;TR;Bingöl;minor;0
Söğütpınar;40.3379;28.6494;Turkey;TR;Bursa;minor;0
Süleymanlı;37.8769;36.8253;Turkey;TR;Kahramanmaraş;minor;459
Süloğlu;41.769;26.91;Turkey;TR;Edirne;minor;0
Sülüklü;38.8811;32.3425;Turkey;TR;Konya;minor;0
Sürgü;38.0055;37.9635;Turkey;TR;Malatya;minor;0
Sürgücü;37.5737;40.7325;Turkey;TR;Mardin;minor;0
Sürmene;40.9059;40.1279;Turkey;TR;Trabzon;minor;0
Sütlüce;39.1697;39.5472;Turkey;TR;Tunceli;minor;0
Sütçüler;37.4974;30.9773;Turkey;TR;Isparta;minor;0
Sındırgı;39.2413;28.1784;Turkey;TR;Balıkesir;minor;0
Sırpsındığı;41.7812;26.4789;Turkey;TR;Edirne;minor;0
Taavetti;60.9167;27.5667;Finland;FI;Etelä-Karjala;minor;0
Taebla;58.9539;23.7522;Estonia;EE;Läänemaa;minor;0
Tafers;46.8163;7.221;Switzerland;CH;Fribourg;minor;0
Taflan;41.4094;36.1289;Turkey;TR;Samsun;minor;0
Taganrog;47.2333;38.9;Russia;RU;Rostovskaya Oblast’;"";250287
Tagay;54.3061;47.6283;Russia;RU;Ul’yanovskaya Oblast’;"";2109
Tahir;39.8559;42.4283;Turkey;TR;Ağrı;minor;0
Tahtaköprü;39.95;29.65;Turkey;TR;Bursa;minor;0
Taipalsaari;61.1597;28.0597;Finland;FI;Etelä-Karjala;minor;4815
Taivalkoski;65.575;28.2417;Finland;FI;Pohjois-Pohjanmaa;minor;4199
Taivassalo;60.5617;21.6083;Finland;FI;Varsinais-Suomi;minor;1633
Takhta;45.9022;42.1275;Russia;RU;Stavropol’skiy Kray;"";2830
Takhtamukay;44.9172;38.9961;Russia;RU;Adygeya;minor;6031
Takhtaulove;49.6616;34.5294;Ukraine;UA;Poltavs’ka Oblast’;"";2231
Taksimo;56.3315;114.89;Russia;RU;Buryatiya;"";10359
Talachyn;54.4167;29.7;Belarus;BY;Vitsyebskaya Voblasts’;minor;9899
Talalaivka;50.8299;33.1485;Ukraine;UA;Chernihivs’ka Oblast’;"";4745
Talas;38.6833;35.5667;Turkey;TR;Kayseri;minor;157695
Talashkino;54.6561;32.1853;Russia;RU;Smolenskaya Oblast’;"";1559
Taldom;56.7333;37.5333;Russia;RU;Moskovskaya Oblast’;"";12777
Taldyqorghan;45.0167;78.3667;Kazakhstan;KZ;Almaty;admin;129960
Talghar;43.3;77.2333;Kazakhstan;KZ;Almaty;"";47301
Talitsa;57.0125;63.7292;Russia;RU;Sverdlovskaya Oblast’;"";15941
Tallinn;59.4372;24.745;Estonia;EE;Harjumaa;primary;438341
Talne;48.8863;30.7027;Ukraine;UA;Cherkas’ka Oblast’;"";13558
Talsi;57.2447;22.5889;Latvia;LV;Talsu Novads;admin;8816
Tambov;52.7167;41.4333;Russia;RU;Tambovskaya Oblast’;admin;290365
Tambovka;47.3153;47.3777;Russia;RU;Astrakhanskaya Oblast’;"";2487
Tamins;46.8294;9.4066;Switzerland;CH;Graubünden;"";1217
Tammela;60.8;23.7667;Finland;FI;Kanta-Häme;minor;6280
Tammiste;58.3836;24.6025;Estonia;EE;Pärnumaa;"";1491
Tampere;61.4981;23.7608;Finland;FI;Pirkanmaa;admin;225118
Tamsalu;59.1589;26.1081;Estonia;EE;Lääne-Virumaa;"";2197
Tangi;43.0741;45.5112;Russia;RU;Chechnya;"";3010
Tannay;46.3;6.1833;Switzerland;CH;Vaud;"";1574
Tanyeri;39.6114;39.8315;Turkey;TR;Erzincan;minor;0
Tanyeri;39.6016;39.8968;Turkey;TR;Erzincan;minor;0
Tanır;38.4194;36.9122;Turkey;TR;Kahramanmaraş;minor;0
Tapa;59.2644;25.9628;Estonia;EE;Lääne-Virumaa;minor;5706
Tara;56.8753;74.4136;Russia;RU;Omskaya Oblast’;"";28099
Taraberdino;55.0825;55.3953;Russia;RU;Bashkortostan;"";1576
Taraklı;40.3969;30.4928;Turkey;TR;Sakarya;minor;0
Taraksu;38.0167;39.0833;Turkey;TR;Adıyaman;minor;0
Taraksu;38.1542;39.1484;Turkey;TR;Adıyaman;minor;0
Tarashcha;49.55;30.5;Ukraine;UA;Kyyivs’ka Oblast’;minor;10195
Tarasivka;50.2464;34.3491;Ukraine;UA;Poltavs’ka Oblast’;"";1321
Tarasovka;55.9636;37.8189;Russia;RU;Moskovskaya Oblast’;"";2807
Tarasovo;56.2534;54.1116;Russia;RU;Udmurtiya;"";1075
Tarasovskiy;48.7273;40.3627;Russia;RU;Rostovskaya Oblast’;minor;0
Taraz;42.8833;71.3667;Kazakhstan;KZ;Zhambyl;admin;406262
Tarbagatay;51.4806;107.3597;Russia;RU;Buryatiya;"";4308
Tarko-Sale;64.9147;77.7728;Russia;RU;Yamalo-Nenetskiy Avtonomnyy Okrug;"";21448
Tarsus;36.9167;34.9;Turkey;TR;Mersin;minor;339676
Tartak;48.2022;29.4119;Ukraine;UA;Vinnyts’ka Oblast’;"";2064
Tartu;58.38;26.7225;Estonia;EE;Tartumaa;admin;91407
Tarusa;54.7167;37.1833;Russia;RU;Kaluzhskaya Oblast’;"";9101
Tarutyne;46.1846;29.1495;Ukraine;UA;Odes’ka Oblast’;minor;8125
Tarvasjoki;60.5833;22.7333;Finland;FI;Varsinais-Suomi;minor;1958
Taseyevo;57.2119;94.8958;Russia;RU;Krasnoyarskiy Kray;"";8038
Tashelka;53.8075;49.4547;Russia;RU;Samarskaya Oblast’;"";1505
Tashir;50.985;105.8139;Russia;RU;Buryatiya;"";1206
Tashtagol;52.7667;87.8667;Russia;RU;Kemerovskaya Oblast’;"";23107
